"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"1577",NA,10513,"Bunandi Primary School",0.221,34.05,"RURAL","Kenya","KEN","Africa",10,2009,10,2009,5,17,110,56,0.5091,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1579",NA,18416,"Kirambo Primary School",-0.4752,34.2058,"RURAL","Kenya","KEN","Africa",5,2002,6,2002,5,18,233,67,0.2876,"P. falciparum","Microscopy","",NA,"true","true","","Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i> UNKNOWN. . .","",""
"1581",NA,11381,"Siage Primary School",-0.1139,34.3082,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,106,41,0.3868,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1582",NA,22384,"Oswere Primary School",-0.1346,34.4399,"RURAL","Kenya","KEN","Africa",3,2007,3,2007,5,14,112,80,0.7143,"P. falciparum","Microscopy","",NA,"true","true","","Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> In: Abstract Book American Society of Tropical Medicine and Hygiene 57th Annual Meeting. New Orleans. .","Montgomery, SR, . (2009) personal communication.",""
"1583",NA,4554,"Gatunduini Primary School",-0.6938,37.0662,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1585",NA,22513,"Ngerenya (cluster C)",-3.502,39.873,"UNKNOWN","Kenya","KEN","Africa",2,2008,2,2008,0.2,12,62,0,0,"P. falciparum","Microscopy","",NA,"true","true","",", Kilifi. (2008) personal communication.","",""
"1590",NA,15977,"Matsangoni",-3.4014,39.9394,"UNKNOWN","Kenya","KEN","Africa",6,1995,6,1995,1,9,15,10,0.6667,"P. falciparum","Microscopy","",NA,"true","true","","Snow, R.W., Omumbo, J.A., Lowe, B., Molyneux, C.S., Obiero, J.O., Palmer, A., Weber, M.W., Pinder, M., Nahlen, B., Obonyo, C., Newbold, C., Gupta, S. and Marsh, K. (1997).  <b>Relation between severe malaria morbidity in children and level of <i>Plasmodium falciparum</i> transmission in Africa.</b> <i>The Lancet</i>, <b>349</b>(9066):1650-4","Snow, R.W., . (1997) personal communication.",""
"1592",NA,20001,"Endeli Primary School",0.0881,34.7328,"URBAN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,10,0.0909,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1593",NA,4844,"Arap Moi Primary School",-2.4119,40.2001,"UNKNOWN","Kenya","KEN","Africa",3,2009,3,2009,5,17,110,0,0,"P. falciparum","RDT","Unknown",NA,"true","true","","Gitonga, C. and Brooker, S., . (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1594",NA,1727,"Sindo",-0.5383,34.1658,"UNKNOWN","Kenya","KEN","Africa",3,1991,3,1991,3,19,150,135,0.9,"P. falciparum","Microscopy","",NA,"true","true","","Mutero, C.M., Ouma, J.H., Agak, B.K., Wanderi, J.A. and Copeland, R.S. (1998).  <b>Malaria prevalence and use of self-protection measures against mosquitoes in Suba District, Kenya.</b> <i>East African Medical Journal</i>, <b>75</b>(1):11-5","",""
"1597",NA,9359,"Manyala",-0.551,34.1797,"RURAL","Kenya","KEN","Africa",3,1991,3,1991,3,19,133,122,0.9173,"P. falciparum","Microscopy","",NA,"true","true","","Mutero, C.M., Ouma, J.H., Agak, B.K., Wanderi, J.A. and Copeland, R.S. (1998).  <b>Malaria prevalence and use of self-protection measures against mosquitoes in Suba District, Kenya.</b> <i>East African Medical Journal</i>, <b>75</b>(1):11-5","",""
"1598",NA,20245,"Kyangunga Primary School",-1.4723,38.0096,"RURAL","Kenya","KEN","Africa",9,2009,9,2009,5,17,111,1,0.009,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1599",NA,13495,"Mjanaheri",-3.068,40.1405,"RURAL","Kenya","KEN","Africa",5,1998,5,1998,6,12,100,49,0.49,"P. falciparum","Microscopy","",NA,"true","true","","Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42","",""
"1601",NA,19287,"Mavirivirini",-3.9165,39.4807,"UNKNOWN","Kenya","KEN","Africa",10,2003,10,2003,0.3,5,18,14,0.7778,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"1603",NA,6544,"Ruga Primary School",-0.6293,34.4593,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,21,0.1909,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1604",NA,15958,"Ringa Prmary School",-0.4696,34.8516,"UNKNOWN","Kenya","KEN","Africa",7,2009,7,2009,4,15,110,12,0.1091,"P. falciparum","RDT","Unknown",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1605",NA,9219,"Zibani",-4.1467,39.3695,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,0.3,5,18,17,0.9444,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"1610",NA,644,"Milalani Primary School",-4.471,39.4583,"UNKNOWN","Kenya","KEN","Africa",10,2008,10,2008,5,15,104,18,0.1731,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306","",""
"1612",NA,19339,"Karameri",1.5912,35.0118,"UNKNOWN","Kenya","KEN","Africa",6,2006,9,2006,4,40,16,3,0.1875,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52","",""
"1613",NA,13605,"Magenche sub-location",-0.9513,34.7237,"UNKNOWN","Kenya","KEN","Africa",5,2000,5,2000,0,14,805,118,0.1466,"P. falciparum","RDT","ICT Malaria Dual Test ML03",NA,"true","true","","Zurovac, D., . (2000) personal communication.","",""
"1614",NA,12695,"Maalimin Primary School",0.3856,39.3403,"RURAL","Kenya","KEN","Africa",10,2009,10,2009,5,17,69,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1617",NA,16386,"Indoli Primary School",0.3906,34.2415,"RURAL","Kenya","KEN","Africa",10,2009,10,2009,5,17,110,71,0.6455,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1624",NA,7712,"Chumani A",-3.4749,39.9151,"UNKNOWN","Kenya","KEN","Africa",11,1989,8,1991,0,6,4,3,0.75,"P. falciparum","Microscopy","",NA,"true","true","","Snow, R.W., . (1991) personal communication.","",""
"1629",NA,22486,"Kaibichbich",1.186,35.2581,"UNKNOWN","Kenya","KEN","Africa",6,1986,6,1986,0,99,50,2,0.04,"P. falciparum","Microscopy","",NA,"true","true","","Mutero, C.M., Mutinga, M.J., Ngindu, A.M., Kenya, P.R. and Amimo, F.A. (1992).  <b>Visceral leishmaniasis and malaria prevalence in West Pokot District, Kenya.</b> <i>East African Medical Journal</i>, <b>69</b>(1):3-8","",""
"1630",NA,12503,"Syusyani",-2.032,37.8018,"UNKNOWN","Kenya","KEN","Africa",8,2003,8,2003,0.4,4,12,0,0,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"1631",NA,19867,"Biga",-4.35,39.5503,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,0.3,6,17,12,0.7059,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"1632",NA,13607,"Nyabitunwa sub-location",-0.9275,34.7489,"UNKNOWN","Kenya","KEN","Africa",5,2000,5,2000,0,14,73,9,0.1233,"P. falciparum","RDT","ICT Malaria Dual Test ML03",NA,"true","true","","Zurovac, D., . (2000) personal communication.","",""
"1634",NA,2307,"Kokwet Primary School",0.3154,35.1267,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1635",NA,819,"Mwezangombe",-3.5876,39.8492,"UNKNOWN","Kenya","KEN","Africa",6,1995,6,1995,1,8,19,4,0.2105,"P. falciparum","Microscopy","",NA,"true","true","","Snow, R.W., Omumbo, J.A., Lowe, B., Molyneux, C.S., Obiero, J.O., Palmer, A., Weber, M.W., Pinder, M., Nahlen, B., Obonyo, C., Newbold, C., Gupta, S. and Marsh, K. (1997).  <b>Relation between severe malaria morbidity in children and level of <i>Plasmodium falciparum</i> transmission in Africa.</b> <i>The Lancet</i>, <b>349</b>(9066):1650-4","Snow, R.W., . (1997) personal communication.",""
"1636",NA,4757,"Mwara Primary School",-0.76,37.0116,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1637",NA,11332,"Ngerenya, Mkombe/Maziani",-3.5052,39.8546,"UNKNOWN","Kenya","KEN","Africa",9,1989,10,1991,1,4,6,3,0.5,"P. falciparum","Microscopy","",NA,"true","true","","Snow, R.W., . (1991) personal communication.","",""
"1638",NA,21258,"Nakwichit",1.6457,35.1261,"UNKNOWN","Kenya","KEN","Africa",6,2006,9,2006,6,12,4,3,0.75,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52","",""
"1640",NA,1888,"Junju",-3.85,39.733,"UNKNOWN","Kenya","KEN","Africa",2,2005,2,2005,1,6,108,77,0.713,"P. falciparum","Microscopy","",NA,"true","true","","Bejon, P., Mwacharo, J., Kai, O., Mwangi, T., Milligan, P., Todryk, S., Keating, S., Lang, T., Lowe, B., Gikonyo, C., Molyneux, C., Fegan, G., Gilbert, S.C., Peshu, N., Marsh, K. and Hill, A.V. (2006).  <b>A phase 2b randomised trial of the candidate malaria vaccines FP9 ME-TRAP and MVA ME-TRAP among children in Kenya.</b> <i>PLoS Clinical Trials</i>, <b>1</b>(6):e29","Bejon, P, . (2006) personal communication.",""
"1641",NA,5873,"Mother Teresa Primary School",-0.4856,34.1738,"RURAL","Kenya","KEN","Africa",2,2004,6,2004,1,14,158,33,0.2089,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"1642",NA,1018,"Bototo Primary School",-0.6034,34.719,"UNKNOWN","Kenya","KEN","Africa",7,2009,7,2009,4,15,111,0,0,"P. falciparum","RDT","Unknown",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1644",NA,8596,"Cheptikit Memorial Primary School",1.092,34.8031,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,1,0.0091,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1647",NA,5669,"Ngerenya (cluster A)",-3.537,39.8212,"UNKNOWN","Kenya","KEN","Africa",2,2008,2,2008,0.4,11,75,0,0,"P. falciparum","Microscopy","",NA,"true","true","",", Kilifi. (2008) personal communication.","",""
"1648",NA,3765,"Kiliboli",-4.0079,39.4936,"UNKNOWN","Kenya","KEN","Africa",10,2003,10,2003,0.3,3,17,14,0.8235,"P. falciparum","RDT","Unknown",NA,"true","true","","Marsh, V.M. and Abuya, T., . (2004) personal communication.","",""
"1651",NA,7143,"Mitunguu Primary School",-0.1046,37.7821,"UNKNOWN","Kenya","KEN","Africa",10,2009,10,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1652",NA,17457,"Kavunyalalo Primary School",-3.1776,39.9975,"UNKNOWN","Kenya","KEN","Africa",10,2008,10,2008,3,14,92,2,0.0217,"P. falciparum","Microscopy","",NA,"true","true","","Mbogo, C. (2009). <i>Report on the malaria prevalence survey in Malindi.</i> . Malindi. 1-4","",""
"1653",NA,4103,"Mapawa",-3.804,39.7482,"UNKNOWN","Kenya","KEN","Africa",2,2005,2,2005,1,6,70,47,0.6714,"P. falciparum","Microscopy","",NA,"true","true","","Bejon, P., Mwacharo, J., Kai, O., Mwangi, T., Milligan, P., Todryk, S., Keating, S., Lang, T., Lowe, B., Gikonyo, C., Molyneux, C., Fegan, G., Gilbert, S.C., Peshu, N., Marsh, K. and Hill, A.V. (2006).  <b>A phase 2b randomised trial of the candidate malaria vaccines FP9 ME-TRAP and MVA ME-TRAP among children in Kenya.</b> <i>PLoS Clinical Trials</i>, <b>1</b>(6):e29","Bejon, P, . (2006) personal communication.",""
"1654",NA,8033,"Lower Kabete Primary School",-1.2374,36.7456,"URBAN","Kenya","KEN","Africa",7,2009,7,2009,4,15,60,2,0.0333,"P. falciparum","RDT","Unknown",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1656",NA,720,"Bumburi Primary School",-3.9508,39.3026,"UNKNOWN","Kenya","KEN","Africa",10,2008,10,2008,5,15,108,6,0.0556,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306","",""
"1659",NA,6265,"Oldoinyo-Orok",-1.3396,34.789,"RURAL","Kenya","KEN","Africa",12,2009,12,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
"1661",NA,19568,"Ngerenya 2",-3.5156,39.8568,"UNKNOWN","Kenya","KEN","Africa",5,2008,5,2008,0.6,12,96,1,0.0104,"P. falciparum","Microscopy","",NA,"true","true","",", Kilifi. (2008) personal communication.","",""
"1662",NA,10030,"Junju (cluster 3)",-3.8533,39.742,"UNKNOWN","Kenya","KEN","Africa",5,2007,5,2007,0.3,9,52,17,0.3269,"P. falciparum","Microscopy","",NA,"true","true","",", Kilifi. (2008) personal communication.","",""
"1665",NA,11297,"Kogwang Primary School",-0.6385,34.5236,"URBAN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,37,0.3364,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,"true","true","","Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",""
